datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,snow,windspeed,winddir,visibility,uvindex,sunrise,sunset,conditions,description,icon
1/5/2021,5.6,3.3,4.3,5.6,0.4,2.4,71.8,0,0,0,0,14.4,71.9,16,2,1/5/2021 7:20:19 AM,1/5/2021 4:43:10 PM,Overcast,Cloudy skies throughout the day.,cloudy
1/6/2021,7.7,2.2,4.1,7,-0.2,2.3,64.1,0.46,100,8.33,0,11.2,300.9,15.9,5,1/6/2021 7:20:14 AM,1/6/2021 4:44:07 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
1/7/2021,8.1,0.6,3.1,7.4,-1.9,1.4,56.8,0.23,100,4.17,0,11.2,320.3,16,5,1/7/2021 7:20:08 AM,1/7/2021 4:45:06 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
1/8/2021,3.8,-1.2,1.4,3.8,-4.9,-1.6,64.7,0,0,0,0,18,47.1,16,3,1/8/2021 7:19:59 AM,1/8/2021 4:46:06 PM,Clear,Clear conditions throughout the day.,clear-day
1/9/2021,3.8,-2.2,1.1,3.7,-6.4,-1.4,56.5,0,0,0,0,14.7,222.1,16,5,1/9/2021 7:19:48 AM,1/9/2021 4:47:08 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
1/10/2021,8.1,0,2.9,7.4,-3.2,1.1,52.7,0,0,0,0,13,314.5,16,4,1/10/2021 7:19:34 AM,1/10/2021 4:48:10 PM,Clear,Clear conditions throughout the day.,clear-day
1/11/2021,2.9,-0.1,1.4,2.9,-3.2,-0.1,64.7,0,0,0,0,11.2,271,16,2,1/11/2021 7:19:19 AM,1/11/2021 4:49:14 PM,Clear,Clear conditions throughout the day.,clear-day
1/12/2021,8.2,0.7,3.7,7.8,-3.1,1.3,62.3,0,0,0,0,18.2,277.5,15.9,5,1/12/2021 7:19:01 AM,1/12/2021 4:50:18 PM,Clear,Clear conditions throughout the day.,clear-day
1/13/2021,6.7,2.3,4.1,4.1,0.2,1.7,60.6,0,0,0,0,22.3,265,15.9,3,1/13/2021 7:18:41 AM,1/13/2021 4:51:24 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/14/2021,11,3.4,6.4,11,0.6,5.2,63.2,0,0,0,0,10.8,279.1,15.9,3,1/14/2021 7:18:19 AM,1/14/2021 4:52:30 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
1/15/2021,7.9,3.8,6,4.3,-0.8,2.4,81.4,2.759,100,12.5,0,23.6,47.5,14.3,2,1/15/2021 7:17:54 AM,1/15/2021 4:53:38 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1/16/2021,8.3,3.8,6.2,6.1,-0.1,3.4,79.9,12.924,100,37.5,0,33,283.8,15.3,2,1/16/2021 7:17:28 AM,1/16/2021 4:54:46 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1/17/2021,7.7,2.8,4.8,5.1,-2.5,0.6,58.3,0,0,0,0,38.7,262,16,4,1/17/2021 7:16:59 AM,1/17/2021 4:55:55 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/18/2021,8.3,3.4,5.3,7.5,-0.9,2.4,58.9,0,0,0,0,28.8,42.6,16,5,1/18/2021 7:16:28 AM,1/18/2021 4:57:04 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
1/19/2021,6.1,1.7,3.5,2.9,-2.2,-0.2,58.3,0,0,0,0,23.6,269.3,16,4,1/19/2021 7:15:55 AM,1/19/2021 4:58:15 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/20/2021,5.5,-1.2,2.4,4.9,-3.3,0.3,54.9,0.261,100,8.33,0,21.7,238.7,15.3,5,1/20/2021 7:15:20 AM,1/20/2021 4:59:25 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain
1/21/2021,6.1,-2.2,1.7,4.1,-6.4,-1.4,56,0,0,0,0,24.1,252.4,16,5,1/21/2021 7:14:43 AM,1/21/2021 5:00:37 PM,Clear,Clear conditions throughout the day.,clear-day
1/22/2021,7.2,3.3,4.7,5,-0.2,2,53.1,0,0,0,0,27.7,268.9,16,3,1/22/2021 7:14:03 AM,1/22/2021 5:01:49 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/23/2021,2.8,-3.3,0,0.7,-5.9,-2.8,43.5,0,0,0,0,31.5,307.2,16,5,1/23/2021 7:13:22 AM,1/23/2021 5:03:01 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/24/2021,2,-3.9,-1.4,0.6,-7.9,-4.1,44.2,0,0,0,0,16.3,310.9,16,5,1/24/2021 7:12:39 AM,1/24/2021 5:04:14 PM,Clear,Clear conditions throughout the day.,clear-day
1/25/2021,4.9,-3.4,0.6,4.9,-7.1,-2.1,50.9,0,0,0,0,16.2,55.3,16,5,1/25/2021 7:11:54 AM,1/25/2021 5:05:27 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1/26/2021,2.1,0.6,1.6,-1.7,-4.9,-2.9,71.2,0.15,100,33.33,0,21.5,39.8,12.9,1,1/26/2021 7:11:07 AM,1/26/2021 5:06:40 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1/27/2021,3.8,0.6,2.4,3.8,-2.4,0.5,72.1,0.014,100,4.17,0,14.4,233.6,15.8,2,1/27/2021 7:10:18 AM,1/27/2021 5:07:54 PM,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1/28/2021,2.7,-5.1,-0.6,1,-8.8,-2.9,52.4,0,0,0,0,13.9,159.3,16,5,1/28/2021 7:09:27 AM,1/28/2021 5:09:08 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
1/29/2021,-1.3,-7.3,-4.7,-2.3,-12.8,-8.4,49.9,0,0,0,0,15,308.9,16,6,1/29/2021 7:08:35 AM,1/29/2021 5:10:22 PM,Clear,Clear conditions throughout the day.,clear-day
1/30/2021,3.2,-7.2,-3,0.5,-11.8,-6.4,51,0,0,0,0,15,267.8,16,6,1/30/2021 7:07:40 AM,1/30/2021 5:11:36 PM,Clear,Clear conditions throughout the day.,clear-day
1/31/2021,-2.2,-4.5,-3.5,-2.9,-11.7,-8.2,69.5,0.116,100,16.67,7.7,13,48.9,12.8,2,1/31/2021 7:06:44 AM,1/31/2021 5:12:50 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
2/1/2021,1.1,-3.9,-0.8,-3.6,-10.8,-7.4,90.5,5.296,100,100,11.8,22.4,43.2,2.2,1,2/1/2021 7:05:47 AM,2/1/2021 5:14:04 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,snow
2/2/2021,1.1,-0.7,0.5,1.1,-4.1,-2.3,88.6,0.916,100,45.83,4.3,22.4,356.8,10.3,2,2/2/2021 7:04:47 AM,2/2/2021 5:15:19 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,snow
2/3/2021,3.8,-1.2,1,3.8,-4.6,-0.4,71.8,0.014,100,4.17,1.9,13,298.2,15.5,4,2/3/2021 7:03:46 AM,2/3/2021 5:16:33 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning rain.,snow
2/4/2021,8.2,0,3.1,6.3,-2.9,1,55.7,0,0,0,0,21.3,42.6,16,6,2/4/2021 7:02:43 AM,2/4/2021 5:17:47 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
2/5/2021,9.3,1.8,5.2,8,0.2,3.2,64.9,0.111,100,12.5,0,18,252.4,16,5,2/5/2021 7:01:39 AM,2/5/2021 5:19:02 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2/6/2021,7.2,0.7,3.7,3.3,-2.7,0.5,47.8,0,0,0,0,23.8,200.6,16,6,2/6/2021 7:00:33 AM,2/6/2021 5:20:16 PM,Clear,Clear conditions throughout the day.,clear-day
2/7/2021,3.4,-2.2,1.6,3.4,-4.7,-1.4,74,0.587,100,37.5,10.1,23.5,287.7,16,1,2/7/2021 6:59:25 AM,2/7/2021 5:21:30 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
2/8/2021,1.3,-7.2,-2.9,-1.5,-12.8,-6.8,57.6,0,0,0,6.2,14.5,262,15.9,6,2/8/2021 6:58:16 AM,2/8/2021 5:22:44 PM,Clear,Clear conditions throughout the day.,clear-day
2/9/2021,1.6,-2.8,-0.2,0.6,-6.1,-3.2,76.4,0.005,100,4.17,0,19.9,39.9,14.1,1,2/9/2021 6:57:06 AM,2/9/2021 5:23:58 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
2/10/2021,2.8,-2.3,-0.1,-0.5,-6.6,-3,59.4,0,0,0,1.5,14.7,262,15.9,6,2/10/2021 6:55:54 AM,2/10/2021 5:25:11 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
2/11/2021,1.1,-3.2,-0.9,1,-8,-4.3,72.1,1.367,100,33.33,0.9,14.9,41.8,15.2,4,2/11/2021 6:54:41 AM,2/11/2021 5:26:25 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
2/12/2021,-0.3,-4.6,-2.1,-0.3,-9.1,-5.3,48.6,0,0,0,0,23.7,262,16,5,2/12/2021 6:53:26 AM,2/12/2021 5:27:38 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2/13/2021,0,-2.2,-1.2,-4.1,-8.5,-6.2,52.1,0,0,0,0,23.5,49.5,16,4,2/13/2021 6:52:10 AM,2/13/2021 5:28:51 PM,Overcast,Cloudy skies throughout the day.,cloudy
2/14/2021,3.3,-1.2,1,3.3,-6.4,-2.1,73.8,0,0,0,0,20,272.2,16,4,2/14/2021 6:50:53 AM,2/14/2021 5:30:04 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2/15/2021,2.7,1,1.6,0.2,-3.6,-2.1,74,0.033,100,8.33,0,21.7,44.3,15.3,2,2/15/2021 6:49:35 AM,2/15/2021 5:31:16 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2/16/2021,11.1,1.7,5.5,11.1,-3.4,2.2,78.2,10.145,100,37.5,0,21.3,298.2,11.8,7,2/16/2021 6:48:15 AM,2/16/2021 5:32:29 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2/17/2021,2.1,-3.9,-0.6,0.6,-7.9,-3.1,43.7,0,0,0,1.8,16.6,32.9,16,6,2/17/2021 6:46:55 AM,2/17/2021 5:33:41 PM,Clear,Clear conditions throughout the day.,clear-day
2/18/2021,-0.1,-3.4,-1.7,-4.1,-8.8,-7,74.7,1.594,100,45.83,1,27.7,39.5,8.6,1,2/18/2021 6:45:33 AM,2/18/2021 5:34:52 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
2/19/2021,1.6,-1.7,-0.1,0.6,-7.2,-4.1,88.7,0.405,100,54.17,1.6,25.7,33,11.9,2,2/19/2021 6:44:10 AM,2/19/2021 5:36:04 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,snow
2/20/2021,2.7,-2.7,0.3,0.6,-5.3,-2.4,63.5,0,0,0,0.4,17.8,291.6,16,6,2/20/2021 6:42:46 AM,2/20/2021 5:37:15 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2/21/2021,4.2,-3.4,-0.1,2.3,-7.9,-3.2,54.7,0,0,0,2.5,18.4,262,16,7,2/21/2021 6:41:21 AM,2/21/2021 5:38:26 PM,Clear,Clear conditions throughout the day.,clear-day
2/22/2021,3.4,0,1.4,0.7,-4.1,-1.9,77.5,9.549,100,25,0,22.4,260.4,13,2,2/22/2021 6:39:56 AM,2/22/2021 5:39:36 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
2/23/2021,7.2,1.8,4.2,6.1,-2.6,1.2,71.9,0.019,100,4.17,0,20.4,264.1,15.3,3,2/23/2021 6:38:29 AM,2/23/2021 5:40:46 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2/24/2021,13.3,3.9,7.8,13.3,0.8,6.2,56.7,0,0,0,0,14.6,244.9,16,7,2/24/2021 6:37:01 AM,2/24/2021 5:41:56 PM,Clear,Clear conditions throughout the day.,clear-day
2/25/2021,11,4.4,7.8,11,2.2,6.5,42,0,0,0,0,17.8,280.2,16,7,2/25/2021 6:35:32 AM,2/25/2021 5:43:06 PM,Clear,Clear conditions throughout the day.,clear-day
2/26/2021,7.2,1.6,4.5,5.1,-0.7,2,46.4,0,0,0,0,14.6,290.9,16,7,2/26/2021 6:34:03 AM,2/26/2021 5:44:15 PM,Clear,Clear conditions throughout the day.,clear-day
2/27/2021,10,4.3,6.7,10,1,4.6,83.3,4.147,100,37.5,0,23.4,320.1,12.7,2,2/27/2021 6:32:33 AM,2/27/2021 5:45:24 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2/28/2021,6.7,5,5.8,6.2,2,3.3,78.2,1.972,100,37.5,0,23.5,44.1,13.9,2,2/28/2021 6:31:02 AM,2/28/2021 5:46:33 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/1/2021,8.8,2.2,5.8,8,0,3.7,74.5,2.408,100,29.17,0,20.1,33.1,16,2,3/1/2021 6:29:30 AM,3/1/2021 5:47:41 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/2/2021,3.2,-5,-0.6,1.1,-8.9,-3.8,36.9,0,0,0,0,18,248.4,16,7,3/2/2021 6:27:58 AM,3/2/2021 5:48:49 PM,Clear,Clear conditions throughout the day.,clear-day
3/3/2021,11.1,0,5.4,11.1,-4.3,3,45.2,0,0,0,0,20.3,256.4,16,7,3/3/2021 6:26:25 AM,3/3/2021 5:49:57 PM,Clear,Clear conditions throughout the day.,clear-day
3/4/2021,7.7,-1.2,4.6,7.2,-3.8,2.9,47.4,0,0,0,0,18.3,290.9,16,7,3/4/2021 6:24:51 AM,3/4/2021 5:51:05 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
3/5/2021,4.9,-3.9,0.4,2.7,-7.5,-1.9,36.9,0,0,0,0,11.2,249.8,16,8,3/5/2021 6:23:17 AM,3/5/2021 5:52:12 PM,Clear,Clear conditions throughout the day.,clear-day
3/6/2021,3.2,-1.2,1,1.5,-5,-1.7,45.6,0,0,0,0,16.6,287.1,16,4,3/6/2021 6:21:42 AM,3/6/2021 5:53:19 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
3/7/2021,7,-1.2,2,6.2,-4.5,-0.2,43.8,0,0,0,0,14.6,287.7,16,8,3/7/2021 6:20:06 AM,3/7/2021 5:54:25 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
3/8/2021,7.8,-2.2,2.5,5.2,-5.5,0,41.3,0,0,0,0,17.9,287.7,16,8,3/8/2021 6:18:30 AM,3/8/2021 5:55:32 PM,Clear,Clear conditions throughout the day.,clear-day
3/9/2021,18.3,4,10.3,18.3,1.1,9,36.9,0,0,0,0,16.2,263.7,16,8,3/9/2021 6:16:54 AM,3/9/2021 5:56:38 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
3/10/2021,11.7,5.6,8.5,11.7,2.2,7.2,60.3,0,0,0,0,18.2,259.5,16,8,3/10/2021 6:15:17 AM,3/10/2021 5:57:44 PM,Clear,Clear conditions throughout the day.,clear-day
3/11/2021,21.1,5.7,13,21.1,4.2,12.6,63.1,0,0,0,0,14.6,307.4,13,7,3/11/2021 6:13:40 AM,3/11/2021 5:58:49 PM,Clear,Clear conditions throughout the day.,clear-day
3/12/2021,21.1,12.2,16.1,21.1,12.2,16.1,36.4,0,0,0,0,23.4,271.4,16,7,3/12/2021 6:12:03 AM,3/12/2021 5:59:55 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
3/13/2021,11.7,1.6,6.6,11.7,-1.7,4.1,30.7,0,0,0,0,25.4,257.1,16,8,3/13/2021 6:10:25 AM,3/13/2021 6:01:00 PM,Clear,Clear conditions throughout the day.,clear-day
3/14/2021,12.1,1.6,7.3,12.1,-1.3,5.7,32.1,0,0,0,0,16.5,258.8,16,8,3/14/2021 7:08:47 AM,3/14/2021 7:02:05 PM,Clear,Clear conditions throughout the day.,clear-day
3/15/2021,6,-2.9,1.2,5.5,-7.2,-1,29.8,0,0,0,0,14.7,317.3,16,8,3/15/2021 7:07:08 AM,3/15/2021 7:03:10 PM,Clear,Clear conditions throughout the day.,clear-day
3/16/2021,3.3,-0.7,1.4,2,-5.8,-1.5,49.2,0,0,0,0,18.2,268.6,16,3,3/16/2021 7:05:30 AM,3/16/2021 7:04:14 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
3/17/2021,7.2,2.1,4.7,6.7,-2.2,2.3,77.5,0,0,0,0,18,48.8,16,4,3/17/2021 7:03:51 AM,3/17/2021 7:05:19 PM,Overcast,Cloudy skies throughout the day.,cloudy
3/18/2021,7.2,6.2,6.8,7.2,2.7,4.8,89.1,9.293,100,54.17,0,21.5,36.4,14.2,1,3/18/2021 7:02:12 AM,3/18/2021 7:06:23 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
3/19/2021,8.2,1.1,4.5,5.7,-4.8,1.3,43.9,2.249,100,25,0,28.7,41.6,15.8,8,3/19/2021 7:00:32 AM,3/19/2021 7:07:27 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
3/20/2021,14.9,1.6,7.2,14.9,-0.2,6.4,38.2,0,0,0,0,21.5,283.8,16,8,3/20/2021 6:58:53 AM,3/20/2021 7:08:31 PM,Clear,Clear conditions throughout the day.,clear-day
3/21/2021,16.7,4.4,9.8,16.7,3.5,9.4,46.4,0,0,0,0,12.9,247.9,16,9,3/21/2021 6:57:14 AM,3/21/2021 7:09:35 PM,Clear,Clear conditions throughout the day.,clear-day
3/22/2021,14.9,5,9.4,14.9,4.2,8.8,61.7,0,0,0,0,16.6,79.9,15.8,8,3/22/2021 6:55:34 AM,3/22/2021 7:10:39 PM,Clear,Clear conditions throughout the day.,clear-day
3/23/2021,16.7,6.1,10.4,16.7,3,9.2,72.2,0,0,0,0,14.6,72.3,14.6,8,3/23/2021 6:53:55 AM,3/23/2021 7:11:42 PM,Clear,Clear conditions throughout the day.,clear-day
3/24/2021,12.8,8.3,10.6,12.8,5.5,9.7,83.4,22.104,100,33.33,0,26.9,38.6,13.8,3,3/24/2021 6:52:15 AM,3/24/2021 7:12:46 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/25/2021,17.9,9.4,12.5,17.9,6.6,12.1,90,0.259,100,20.83,0,16.9,35.6,8.6,5,3/25/2021 6:50:36 AM,3/25/2021 7:13:49 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/26/2021,25.2,10.7,16.8,25.2,10.7,16.8,68.3,0.471,100,16.67,0,47.9,263.8,15.5,8,3/26/2021 6:48:57 AM,3/26/2021 7:14:52 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/27/2021,20,10,13.8,20,10,13.8,53.7,0,0,0,0,16.6,32.9,16,8,3/27/2021 6:47:17 AM,3/27/2021 7:15:55 PM,Clear,Clear conditions throughout the day.,clear-day
3/28/2021,16,10,12.5,16,10,12.5,83.7,7.447,100,41.67,0,20.4,248.4,13.8,2,3/28/2021 6:45:38 AM,3/28/2021 7:16:58 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3/29/2021,14.8,7.8,10.6,14.8,5.9,9.8,40.1,0,0,0,0,20.7,265,16,9,3/29/2021 6:43:59 AM,3/29/2021 7:18:01 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
3/30/2021,14.4,6.7,10.5,14.4,3.9,9.8,48.9,0,0,0,0,22.9,190.5,16,9,3/30/2021 6:42:20 AM,3/30/2021 7:19:04 PM,Clear,Clear conditions throughout the day.,clear-day
3/31/2021,17.3,10,13.3,17.3,10,13.3,81.4,5.616,100,25,0,15,213.4,15.7,3,3/31/2021 6:40:42 AM,3/31/2021 7:20:07 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
4/1/2021,13.8,5,8.6,13.8,3,7.8,65.6,1.525,100,25,0,18,267.2,14.7,7,4/1/2021 6:39:03 AM,4/1/2021 7:21:10 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
4/2/2021,4.9,-0.7,2.7,3.3,-3.2,0.4,43.5,0,0,0,0,20,258.8,16,5,4/2/2021 6:37:25 AM,4/2/2021 7:22:13 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
4/3/2021,13.2,0.6,6.3,13.2,-2,4.6,33.7,0.23,100,4.17,0,13,272.2,16,9,4/3/2021 6:35:48 AM,4/3/2021 7:23:16 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
4/4/2021,16.2,7.2,11.1,16.2,6.3,10.8,41.7,0,0,0,0,10.8,258.8,16,8,4/4/2021 6:34:10 AM,4/4/2021 7:24:19 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
4/5/2021,20.6,8.9,14.4,20.6,6.8,14.2,31.1,0,0,0,0,13,269.3,16,9,4/5/2021 6:32:33 AM,4/5/2021 7:25:22 PM,Clear,Clear conditions throughout the day.,clear-day
4/6/2021,21.6,8.4,14.8,21.6,6.8,14.5,26.3,0,0,0,0,16.6,259.5,16,9,4/6/2021 6:30:56 AM,4/6/2021 7:26:24 PM,Clear,Clear conditions throughout the day.,clear-day
4/7/2021,20.7,11.1,14.5,20.7,11.1,14.5,43,0,0,0,0,21.5,310.9,16,9,4/7/2021 6:29:20 AM,4/7/2021 7:27:27 PM,Clear,Clear conditions throughout the day.,clear-day
4/8/2021,19.4,9.4,13.9,19.4,9,13.9,57.2,0,0,0,0,18.4,271,16,9,4/8/2021 6:27:44 AM,4/8/2021 7:28:30 PM,Clear,Clear conditions throughout the day.,clear-day
4/9/2021,12.9,9.4,10.5,12.9,7.4,10.2,79.1,0.014,100,4.17,0,16.2,51.5,16,7,4/9/2021 6:26:09 AM,4/9/2021 7:29:33 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
4/10/2021,17.3,9.4,12.8,17.3,8.5,12.7,82.3,0.014,100,8.33,0,14.4,254.3,15.5,8,4/10/2021 6:24:34 AM,4/10/2021 7:30:36 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
4/11/2021,13.8,9.3,12,13.8,6.5,11.8,94.3,2.957,100,54.17,0,33.6,40.5,8.9,1,4/11/2021 6:23:00 AM,4/11/2021 7:31:39 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
4/12/2021,10,7.8,8.6,10,3.6,6.3,84.1,5.378,100,45.83,0,23.6,30.4,12.2,1,4/12/2021 6:21:26 AM,4/12/2021 7:32:41 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
4/13/2021,18.8,7.8,12.2,18.8,5.1,11.5,65.1,2.308,100,20.83,0,14.6,40.7,15.8,9,4/13/2021 6:19:53 AM,4/13/2021 7:33:44 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
4/14/2021,20.7,8.5,13.7,20.7,6.7,13.5,67.8,0,0,0,0,16.2,251.5,16,8,4/14/2021 6:18:21 AM,4/14/2021 7:34:47 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
4/15/2021,13.9,8.4,11.5,13.9,7.1,11.1,86.7,7.895,100,45.83,0,13,244.9,14.7,2,4/15/2021 6:16:49 AM,4/15/2021 7:35:50 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
4/16/2021,11.1,6.1,8.7,11.1,4.4,7.9,69.5,0.534,100,29.17,0,18,258.8,15.7,6,4/16/2021 6:15:18 AM,4/16/2021 7:36:53 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
4/17/2021,13.2,6.7,10.2,13.2,4.8,9.8,60,0,0,0,0,14.6,283.8,16,6,4/17/2021 6:13:48 AM,4/17/2021 7:37:56 PM,Overcast,Cloudy skies throughout the day.,cloudy
4/18/2021,17.1,9.4,12.8,17.1,8.4,12.7,53.5,0,0,0,0,14.5,241.8,16,7,4/18/2021 6:12:18 AM,4/18/2021 7:38:59 PM,Overcast,Cloudy skies throughout the day.,cloudy
4/19/2021,18.3,10.7,14.1,18.3,10.7,14.1,55.6,0,0,0,0,16.2,213.4,16,8,4/19/2021 6:10:50 AM,4/19/2021 7:40:02 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
4/20/2021,22.3,10.7,16.3,22.3,10.7,16.3,53.5,0,0,0,0,22.3,249.1,16,9,4/20/2021 6:09:22 AM,4/20/2021 7:41:05 PM,Clear,Clear conditions throughout the day.,clear-day
4/21/2021,18.9,5.6,13.2,18.9,3.3,12.7,55.3,1.879,100,12.5,0,18.3,256.4,16,10,4/21/2021 6:07:55 AM,4/21/2021 7:42:08 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
4/22/2021,9.9,3.3,6.5,8.3,-0.4,4.5,41.3,0.23,100,4.17,0,15.7,270,16,7,4/22/2021 6:06:28 AM,4/22/2021 7:43:10 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
4/23/2021,18.3,5,11.2,18.3,3.1,10.3,35.3,0.23,100,4.17,0,28.8,274.5,16,9,4/23/2021 6:05:03 AM,4/23/2021 7:44:13 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
4/24/2021,21.2,9.5,14.9,21.2,8.5,14.7,40.5,0,0,0,0,21.7,208.3,16,9,4/24/2021 6:03:39 AM,4/24/2021 7:45:16 PM,Clear,Clear conditions throughout the day.,clear-day
4/25/2021,17.8,9.4,13.4,17.8,9.4,13.3,65.7,1.354,100,37.5,0,20,248.4,15.5,5,4/25/2021 6:02:15 AM,4/25/2021 7:46:19 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
4/26/2021,17.1,6.1,11.7,17.1,3.7,11.4,37.7,0,0,0,0,17.7,31.8,16,10,4/26/2021 6:00:53 AM,4/26/2021 7:47:22 PM,Clear,Clear conditions throughout the day.,clear-day
4/27/2021,17.8,8.8,12.5,17.8,7.7,12.4,39.1,0,0,0,0,12.9,180.6,16,9,4/27/2021 5:59:32 AM,4/27/2021 7:48:24 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
4/28/2021,24.3,11.2,17.3,24.3,11.2,17.3,61.9,0.039,100,8.33,0,18.3,32.9,16,9,4/28/2021 5:58:12 AM,4/28/2021 7:49:27 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
4/29/2021,22.2,14.4,18.5,22.2,14.4,18.5,72.8,0.023,100,4.17,0,16.8,272.2,15.9,3,4/29/2021 5:56:53 AM,4/29/2021 7:50:29 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
4/30/2021,20.1,11.1,17.2,20.1,11.1,17.2,51.5,0.045,100,4.17,0,31.5,257.8,16,8,4/30/2021 5:55:35 AM,4/30/2021 7:51:32 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
