datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,snow,windspeed,winddir,visibility,uvindex,sunrise,sunset,conditions,description,icon
9/4/2019,30.6,21.1,25.3,33.3,21.1,26.2,73.1,0.23,100,4.17,0,20.1,272.2,16,7,9/4/2019 6:25:39 AM,9/4/2019 7:23:51 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
9/5/2019,25,19.9,22.3,25,19.9,22.3,62.4,0,0,0,0,23.4,49.6,15.7,6,9/5/2019 6:26:37 AM,9/5/2019 7:22:13 PM,Clear,Clear conditions throughout the day.,clear-day
9/6/2019,21,16.6,19,21,16.6,19,78.3,3.2,100,20.83,0,22.9,36.6,14.7,1,9/6/2019 6:27:36 AM,9/6/2019 7:20:34 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
9/7/2019,25.5,14.9,20.3,25.5,14.9,20.3,65.5,0.488,100,16.67,0,11.2,331.5,15.9,9,9/7/2019 6:28:34 AM,9/7/2019 7:18:55 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
9/8/2019,26.6,18.8,22.1,26.6,18.8,22.1,64.1,0,0,0,0,16.6,251.5,16,8,9/8/2019 6:29:33 AM,9/8/2019 7:17:16 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
9/9/2019,26.1,19.9,22.6,26.1,19.9,22.6,68,0,0,0,0,20,59.8,15.8,7,9/9/2019 6:30:31 AM,9/9/2019 7:15:36 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
9/10/2019,26,21,22.6,26,21,22.6,79.7,0.244,100,8.33,0,14.6,157.8,15.7,5,9/10/2019 6:31:30 AM,9/10/2019 7:13:56 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
9/11/2019,32.1,21.1,25.8,36,21.1,27.3,73.4,0.23,100,4.17,0,20,254.3,16,8,9/11/2019 6:32:28 AM,9/11/2019 7:12:15 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
9/12/2019,27.1,18.3,24.1,28.9,18.3,24.2,79,0.194,100,29.17,0,27.7,283.8,15.5,4,9/12/2019 6:33:26 AM,9/12/2019 7:10:35 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
9/13/2019,22.7,16.6,19.3,22.7,16.6,19.3,65.7,0.23,100,4.17,0,25.4,67.8,16,9,9/13/2019 6:34:25 AM,9/13/2019 7:08:54 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
9/14/2019,23.8,18.3,21.6,23.8,18.3,21.6,73.4,0,0,0,0,22.3,49.1,15.7,3,9/14/2019 6:35:23 AM,9/14/2019 7:07:13 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
9/15/2019,29.9,21.6,24.9,29.7,21.6,24.8,64.5,0,0,0,0,14.7,263.4,16,8,9/15/2019 6:36:22 AM,9/15/2019 7:05:32 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
9/16/2019,26,21.7,23.1,26,21.7,23.1,70,0,0,0,0,24.1,252.5,15.9,6,9/16/2019 6:37:21 AM,9/16/2019 7:03:50 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
9/17/2019,26.5,18.7,22.3,26.5,18.7,22.3,48.9,0,0,0,0,11.2,46.6,16,8,9/17/2019 6:38:19 AM,9/17/2019 7:02:09 PM,Clear,Clear conditions throughout the day.,clear-day
9/18/2019,22.6,17.1,19.4,22.6,17.1,19.4,64.5,0,0,0,0,12.9,55.7,16,9,9/18/2019 6:39:18 AM,9/18/2019 7:00:28 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
9/19/2019,23.6,14.2,18.2,23.6,14.2,18.2,53,0,0,0,0,20.1,253.5,16,8,9/19/2019 6:40:17 AM,9/19/2019 6:58:46 PM,Clear,Clear conditions throughout the day.,clear-day
9/20/2019,27.1,14.3,20.3,26.8,14.3,20.3,54.4,0,0,0,0,22.3,258.8,15.8,8,9/20/2019 6:41:16 AM,9/20/2019 6:57:04 PM,Clear,Clear conditions throughout the day.,clear-day
9/21/2019,29.3,17.2,22.8,28.7,17.2,22.7,58.2,0,0,0,0,11.2,291,16,7,9/21/2019 6:42:15 AM,9/21/2019 6:55:23 PM,Clear,Clear conditions throughout the day.,clear-day
9/22/2019,30.5,19.4,24.4,31.8,19.4,24.7,66.1,0,0,0,0,14.5,22.3,16,7,9/22/2019 6:43:14 AM,9/22/2019 6:53:41 PM,Clear,Clear conditions throughout the day.,clear-day
9/23/2019,31.1,21.7,26.1,33,21.7,26.8,65.9,0,0,0,0,20.7,252.4,15.9,7,9/23/2019 6:44:14 AM,9/23/2019 6:52:00 PM,Clear,Clear conditions throughout the day.,clear-day
9/24/2019,26.5,20,22.8,26.5,20,22.8,58.1,0.839,100,8.33,0,16.3,274.4,16,6,9/24/2019 6:45:13 AM,9/24/2019 6:50:19 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
9/25/2019,27.1,17.1,21.5,26.8,17.1,21.5,57.2,0,0,0,0,11.2,249.8,15.9,8,9/25/2019 6:46:13 AM,9/25/2019 6:48:38 PM,Clear,Clear conditions throughout the day.,clear-day
9/26/2019,27.8,18.8,21.6,29.2,18.8,21.7,71.1,0.019,100,4.17,0,16.7,249.8,15.9,7,9/26/2019 6:47:12 AM,9/26/2019 6:46:56 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
9/27/2019,24.2,17.7,20.1,24.2,17.7,20.1,60,0.46,100,8.33,0,16.5,237.1,16,7,9/27/2019 6:48:12 AM,9/27/2019 6:45:16 PM,Rain,Clear conditions throughout the day with morning rain.,rain
9/28/2019,27.8,18.2,22.7,28.4,18.2,22.7,69.3,0,0,0,0,15,290.7,16,7,9/28/2019 6:49:13 AM,9/28/2019 6:43:35 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
9/29/2019,26.3,19,23.2,26.3,19,23.2,56.8,0,0,0,0,21.7,44.1,16,7,9/29/2019 6:50:13 AM,9/29/2019 6:41:55 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
9/30/2019,21.2,16.2,18.4,21.2,16.2,18.4,56.6,0,0,0,0,20.4,72.3,16,7,9/30/2019 6:51:13 AM,9/30/2019 6:40:15 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/1/2019,27.3,17.5,22.1,28,17.5,22.2,65.5,0,0,0,0,16.7,22.3,16,6,10/1/2019 6:52:14 AM,10/1/2019 6:38:35 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/2/2019,33.6,21.4,25.9,34.5,21.4,26.4,66.8,4.031,100,12.5,0,20.1,265.1,15.6,7,10/2/2019 6:53:15 AM,10/2/2019 6:36:55 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10/3/2019,20.9,12.1,14.1,20.9,12.1,14.1,90.9,7.128,100,75,0,20.9,58.6,8.8,1,10/3/2019 6:54:16 AM,10/3/2019 6:35:16 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
10/4/2019,18.2,11.7,15.1,18.2,11.7,15.1,68.2,1.555,100,12.5,0,33.6,63.1,14.1,7,10/4/2019 6:55:18 AM,10/4/2019 6:33:38 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
10/5/2019,15.1,7.3,11.4,15.1,4.5,10.6,53.7,0,0,0,0,22.9,314.4,16,7,10/5/2019 6:56:20 AM,10/5/2019 6:31:59 PM,Clear,Clear conditions throughout the day.,clear-day
10/6/2019,21.2,13.6,18.3,21.2,13.6,18.3,69.9,0.252,100,8.33,0,15,169.9,15.8,1,10/6/2019 6:57:22 AM,10/6/2019 6:30:22 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10/7/2019,25.8,17.1,21.9,25.8,17.1,21.9,69.8,0.439,100,16.67,0,23.7,291.5,15.9,4,10/7/2019 6:58:24 AM,10/7/2019 6:28:44 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10/8/2019,18.3,16,17.1,18.3,16,17.1,68.7,0.323,100,16.67,0,23.7,33.8,15.5,2,10/8/2019 6:59:26 AM,10/8/2019 6:27:08 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
10/9/2019,16.1,12.2,14.4,16.1,12.2,14.4,73.9,2.449,100,20.83,0,13,72.3,15.4,1,10/9/2019 7:00:29 AM,10/9/2019 6:25:32 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
10/10/2019,23.7,12.8,17.4,23.7,12.8,17.4,53.1,0.005,100,4.17,0,27.4,128.8,15.9,6,10/10/2019 7:01:32 AM,10/10/2019 6:23:56 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
10/11/2019,18.3,14.3,16.3,18.3,14.3,16.3,54.2,0,0,0,0,25.9,37.3,15.8,5,10/11/2019 7:02:36 AM,10/11/2019 6:22:21 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/12/2019,20,14.3,16.6,20,14.3,16.6,66.3,0,0,0,0,23.6,317.3,15.9,6,10/12/2019 7:03:40 AM,10/12/2019 6:20:47 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/13/2019,20.5,13.3,16.4,20.5,13.3,16.4,65.5,0,0,0,0,13,239.7,16,6,10/13/2019 7:04:44 AM,10/13/2019 6:19:13 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10/14/2019,24.2,15.6,18.5,24.2,15.6,18.5,64.1,0.23,100,4.17,0,18.2,265,15.5,7,10/14/2019 7:05:48 AM,10/14/2019 6:17:41 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
10/15/2019,19.9,12.8,15.8,19.9,12.8,15.8,53.3,0,0,0,0,14.5,248.7,15.9,7,10/15/2019 7:06:53 AM,10/15/2019 6:16:09 PM,Clear,Clear conditions throughout the day.,clear-day
10/16/2019,18.8,13.9,16.5,18.8,13.9,16.5,81.3,8.673,100,37.5,0,25.4,277.5,11.8,2,10/16/2019 7:07:58 AM,10/16/2019 6:14:37 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
10/17/2019,15,11.7,13.1,15,11.7,13.1,64.3,0,0,0,0,14.4,272.2,15.9,2,10/17/2019 7:09:03 AM,10/17/2019 6:13:07 PM,Overcast,Cloudy skies throughout the day.,cloudy
10/18/2019,16.5,10.6,13.1,16.5,10.6,13.1,57.6,0.23,100,4.17,0,16.8,103.1,16,7,10/18/2019 7:10:09 AM,10/18/2019 6:11:37 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
10/19/2019,18.2,8.8,12.4,18.2,7.1,11.9,59.6,0,0,0,0,24.1,269.5,16,7,10/19/2019 7:11:15 AM,10/19/2019 6:10:09 PM,Clear,Clear conditions throughout the day.,clear-day
10/20/2019,15.6,12.1,13.5,15.6,12.1,13.5,79.3,2.259,100,45.83,0,20,36.6,13.2,1,10/20/2019 7:12:21 AM,10/20/2019 6:08:41 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
10/21/2019,21.5,11.7,15.6,21.5,11.7,15.6,69.8,0.475,100,12.5,0,18.2,32.9,16,6,10/21/2019 7:13:28 AM,10/21/2019 6:07:14 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
10/22/2019,17.2,14.3,15.4,17.2,14.3,15.4,82.2,0.912,100,20.83,0,21.3,253.5,16,1,10/22/2019 7:14:35 AM,10/22/2019 6:05:49 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10/23/2019,21,14.3,17.1,21,14.3,17.1,61.8,0.938,100,20.83,0,23.7,268.6,14.8,7,10/23/2019 7:15:43 AM,10/23/2019 6:04:24 PM,Rain,Clear conditions throughout the day with rain.,rain
10/24/2019,20.6,11.7,15.4,20.6,11.7,15.4,49.7,0,0,0,0,18,228,16,6,10/24/2019 7:16:50 AM,10/24/2019 6:03:00 PM,Clear,Clear conditions throughout the day.,clear-day
10/25/2019,18.8,12.8,15.3,18.8,12.8,15.3,71.5,0,0,0,0,17.7,244.9,15.8,4,10/25/2019 7:17:58 AM,10/25/2019 6:01:38 PM,Clear,Clear conditions throughout the day.,clear-day
10/26/2019,18.3,13.3,15.8,18.3,13.3,15.8,61,0.236,100,8.33,0,18.2,57.9,16,5,10/26/2019 7:19:07 AM,10/26/2019 6:00:17 PM,Rain,Clear conditions throughout the day with rain.,rain
10/27/2019,20,14.3,16.3,20,14.3,16.3,85.5,6.889,100,45.83,0,23.4,67.7,15.2,2,10/27/2019 7:20:15 AM,10/27/2019 5:58:57 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
10/28/2019,17.2,14.3,15.6,17.2,14.3,15.6,72.3,0.699,100,4.17,0,18.4,46.6,16,3,10/28/2019 7:21:24 AM,10/28/2019 5:57:38 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
10/29/2019,15.6,12.8,14.6,15.6,12.8,14.6,91,0.138,100,33.33,0,20,44.3,8.2,2,10/29/2019 7:22:33 AM,10/29/2019 5:56:20 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
10/30/2019,17.8,15.6,16.5,17.8,15.6,16.5,92.4,0.263,100,16.67,0,16.3,50.1,6.3,2,10/30/2019 7:23:43 AM,10/30/2019 5:55:04 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
10/31/2019,21.1,16.6,19.1,21.1,16.6,19.1,91.7,1.547,100,58.33,0,27.7,260.4,10.1,2,10/31/2019 7:24:53 AM,10/31/2019 5:53:49 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
11/1/2019,21.1,8.3,12.6,21.1,4.6,11.8,54.9,3.427,100,25,0,33.6,267.2,15.8,6,11/1/2019 7:26:03 AM,11/1/2019 5:52:35 PM,Rain,Clear conditions throughout the day with rain.,rain
11/2/2019,13.2,7,9.8,13.2,4.4,9.3,59.5,0,0,0,0,17.9,259.5,16,6,11/2/2019 7:27:13 AM,11/2/2019 5:51:23 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/3/2019,13.7,6.7,9.9,13.7,4.5,9,53.3,0,0,0,0,18,271,16,6,11/3/2019 6:28:23 AM,11/3/2019 4:50:12 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
11/4/2019,14.9,7.1,11,14.9,5.4,10.7,54.4,0.46,100,8.33,0,16.2,271,16,6,11/4/2019 6:29:34 AM,11/4/2019 4:49:03 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
11/5/2019,15.7,12.1,13.9,15.7,12.1,13.9,70.1,0.23,100,4.17,0,14.7,269,16,2,11/5/2019 6:30:44 AM,11/5/2019 4:47:55 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
11/6/2019,14.8,8.3,11.4,14.8,6.5,11.1,49.2,1.628,100,12.5,0,28.4,42.6,16,6,11/6/2019 6:31:55 AM,11/6/2019 4:46:49 PM,Rain,Clear conditions throughout the day with rain.,rain
11/7/2019,14.3,6.6,11.2,14.3,5.1,10.7,64.5,1.26,100,29.17,0,19.8,253.5,15.2,2,11/7/2019 6:33:06 AM,11/7/2019 4:45:45 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
11/8/2019,7.6,0.6,4.1,6,-1.4,2.2,53.6,0,0,0,0,21.3,300.7,16,6,11/8/2019 6:34:17 AM,11/8/2019 4:44:42 PM,Clear,Clear conditions throughout the day.,clear-day
11/9/2019,6.5,-0.1,3.3,4.6,-3.3,0.9,55.9,0,0,0,0,16.2,253.6,16,5,11/9/2019 6:35:29 AM,11/9/2019 4:43:41 PM,Clear,Clear conditions throughout the day.,clear-day
11/10/2019,11.1,4.3,8.3,11.1,0.7,6.7,54.5,0,0,0,0,18,274.4,16,4,11/10/2019 6:36:40 AM,11/10/2019 4:42:41 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/11/2019,16.7,9.3,12.6,16.7,8.9,12.5,67.5,0,0,0,0,10.9,234.8,15.8,4,11/11/2019 6:37:51 AM,11/11/2019 4:41:43 PM,Clear,Clear conditions throughout the day.,clear-day
11/12/2019,13.9,-1.7,6.6,13.9,-5.3,5.1,64.9,0.285,100,16.67,0,11.2,258.8,15.6,1,11/12/2019 6:39:02 AM,11/12/2019 4:40:47 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
11/13/2019,4.1,-3.4,0.1,2.2,-8.2,-2.9,49.9,0.469,100,4.17,0,16.6,208.3,16,6,11/13/2019 6:40:13 AM,11/13/2019 4:39:53 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
11/14/2019,7.8,0.5,4.4,5.8,-3.3,1.8,52.5,0.23,100,4.17,0,16.2,252.4,16,5,11/14/2019 6:41:24 AM,11/14/2019 4:39:00 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
11/15/2019,11.6,3.3,7.3,11.6,0.5,5.4,51.6,0.23,100,4.17,0,27.4,269.3,16,5,11/15/2019 6:42:35 AM,11/15/2019 4:38:10 PM,Rain,Clear conditions throughout the day with morning rain.,rain
11/16/2019,7.6,1.6,4.8,5.7,-3.7,0.8,40.3,0,0,0,0,29.3,42.6,16,5,11/16/2019 6:43:46 AM,11/16/2019 4:37:21 PM,Clear,Clear conditions throughout the day.,clear-day
11/17/2019,6.7,1.5,4.4,2.9,-4.3,-0.3,60.8,0,0,0,0,23.6,37.3,16,5,11/17/2019 6:44:56 AM,11/17/2019 4:36:34 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/18/2019,6.7,4.9,5.9,6.6,0.2,3.8,85.2,6.243,100,41.67,0,25.8,300.3,8.9,1,11/18/2019 6:46:06 AM,11/18/2019 4:35:50 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
11/19/2019,11,4.7,7.5,11,2.8,5.9,77.1,4.82,100,25,0,16.3,270.8,14.3,3,11/19/2019 6:47:16 AM,11/19/2019 4:35:07 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
11/20/2019,11,5.6,7.3,11,3.6,6.3,62,0,0,0,0,14.4,237.1,16,4,11/20/2019 6:48:25 AM,11/20/2019 4:34:26 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11/21/2019,12.8,4.9,8.7,12.8,2.9,7.8,59.4,0.929,100,8.33,0,20,253.6,16,5,11/21/2019 6:49:34 AM,11/21/2019 4:33:47 PM,Rain,Clear conditions throughout the day with rain.,rain
11/22/2019,11.7,4.9,8.9,11.7,3.4,7.5,63.7,1.093,100,12.5,0,21.7,259.8,15.4,1,11/22/2019 6:50:43 AM,11/22/2019 4:33:11 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
11/23/2019,8.3,2.8,5.4,6.7,-0.6,3.4,53.2,0.26,100,12.5,0,17.9,250.2,16,5,11/23/2019 6:51:51 AM,11/23/2019 4:32:36 PM,Rain,Clear conditions throughout the day with rain.,rain
11/24/2019,8.8,5,6.6,6.5,2.1,4,85.1,6.27,100,70.83,0,13,358.7,10.2,1,11/24/2019 6:52:59 AM,11/24/2019 4:32:04 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
11/25/2019,12.1,4.3,8.3,12.1,0.7,6.8,66.8,0.23,100,4.17,0,16.6,269.4,16,5,11/25/2019 6:54:06 AM,11/25/2019 4:31:33 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
11/26/2019,17.7,7.2,11.1,17.7,4.6,10.4,64.4,0.46,100,8.33,0,11.2,252.4,15.8,5,11/26/2019 6:55:12 AM,11/26/2019 4:31:05 PM,Rain,Clear conditions throughout the day with rain.,rain
11/27/2019,14.3,9.3,12.2,14.3,9.3,12.2,74.8,0.521,100,8.33,0,21.7,274.4,15.8,1,11/27/2019 6:56:17 AM,11/27/2019 4:30:39 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
11/28/2019,11.7,4.3,8.6,11.7,1.5,7.4,53.9,0.233,100,8.33,0,18.5,300.3,16,4,11/28/2019 6:57:22 AM,11/28/2019 4:30:15 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
11/29/2019,7,0.6,3.6,5.6,-2,1.6,58.7,0,0,0,0,16.2,319.4,16,5,11/29/2019 6:58:26 AM,11/29/2019 4:29:54 PM,Clear,Clear conditions throughout the day.,clear-day
11/30/2019,9.2,1.6,4.5,7.8,-2.4,2.4,48.9,0,0,0,0,18,181.1,16,5,11/30/2019 6:59:29 AM,11/30/2019 4:29:35 PM,Clear,Clear conditions throughout the day.,clear-day
12/1/2019,4.3,-1.2,2.3,1.2,-6.8,-2.4,73.1,7.591,100,45.83,0,31.7,39.9,11.8,1,12/1/2019 7:00:31 AM,12/1/2019 4:29:18 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
12/2/2019,4.2,1.1,3,2.1,-2.7,-0.5,90.1,5.116,100,79.17,0.5,22.9,33.1,7.6,0,12/2/2019 7:01:33 AM,12/2/2019 4:29:03 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,snow
12/3/2019,5.4,0.6,2.1,4.1,-3.1,-0.1,75.8,0.763,100,20.83,0.3,15,248.7,14.2,5,12/3/2019 7:02:33 AM,12/3/2019 4:28:50 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,snow
12/4/2019,4.3,1.1,3.2,1,-2.6,-0.3,77,0.46,100,8.33,0.4,22.3,263.4,14.3,1,12/4/2019 7:03:32 AM,12/4/2019 4:28:40 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow
12/5/2019,7.7,2.9,4.4,5.5,-0.8,1.9,65.7,0.23,100,4.17,0,20,257.3,15.7,4,12/5/2019 7:04:29 AM,12/5/2019 4:28:32 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
12/6/2019,9.4,2.2,5.7,8.8,-0.5,3.3,56.3,0.46,100,8.33,0,23.8,252.5,16,3,12/6/2019 7:05:26 AM,12/6/2019 4:28:27 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
12/7/2019,6,1,3,4.3,-1.4,1.1,49.2,0,0,0,0,14.4,305.6,16,5,12/7/2019 7:06:21 AM,12/7/2019 4:28:23 PM,Clear,Clear conditions throughout the day.,clear-day
12/8/2019,6.6,-0.7,3.3,4.6,-3.8,1.2,60.5,0,0,0,0,16.3,320.3,16,4,12/8/2019 7:07:15 AM,12/8/2019 4:28:23 PM,Clear,Clear conditions throughout the day.,clear-day
12/9/2019,12.2,6.1,9.5,12.2,3.3,8.6,92.1,26.793,100,87.5,0,28.6,128.8,6.5,1,12/9/2019 7:08:08 AM,12/9/2019 4:28:24 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
12/10/2019,13.4,6.7,12.2,13.4,5.6,12.1,85.8,3.262,100,45.83,0,23.5,42.6,14.9,1,12/10/2019 7:08:59 AM,12/10/2019 4:28:28 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
12/11/2019,5,1.1,2.6,4.3,-3,-0.4,75.5,4.406,100,45.83,0.1,28.8,270,15.3,2,12/11/2019 7:09:49 AM,12/11/2019 4:28:33 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
12/12/2019,3.2,-1.3,1,2.1,-5.1,-1.4,50.9,0.23,100,4.17,0,13,300.8,16,4,12/12/2019 7:10:37 AM,12/12/2019 4:28:42 PM,"Snow, Rain",Clear conditions throughout the day with afternoon rain.,rain
12/13/2019,9.9,2.1,6.1,6.9,-1.2,3.2,81.3,2.548,100,41.67,0,25.7,33.8,13,1,12/13/2019 7:11:24 AM,12/13/2019 4:28:52 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
12/14/2019,13.3,7.9,10.4,13.3,3.9,9.5,91.1,8.151,100,66.67,0,33.4,320.3,8.6,2,12/14/2019 7:12:08 AM,12/14/2019 4:29:05 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
12/15/2019,9.3,3.8,6.5,6.1,0,3,57.2,0,0,0,0,23.5,246.8,16,4,12/15/2019 7:12:52 AM,12/15/2019 4:29:20 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/16/2019,3.8,1.6,2.2,2.2,-2.4,-0.1,56.9,1.697,100,25,0,16.5,280.2,15.9,1,12/16/2019 7:13:33 AM,12/16/2019 4:29:37 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
12/17/2019,2.7,1.1,1.8,1.6,-4.7,-2.5,90.4,9.111,100,79.17,0,34.7,33,9.5,0,12/17/2019 7:14:13 AM,12/17/2019 4:29:57 PM,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
12/18/2019,3.7,-3.9,0.9,1.7,-9,-2.5,71.9,0.275,100,25,0.2,26.9,269,15.5,4,12/18/2019 7:14:51 AM,12/18/2019 4:30:18 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow
12/19/2019,-0.8,-7.2,-4.5,-4.7,-12.1,-8.5,60.4,0.46,100,8.33,0.1,22,280.6,16,5,12/19/2019 7:15:27 AM,12/19/2019 4:30:42 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
12/20/2019,3.6,-4.4,-1.3,3.2,-9.5,-4.4,57.9,0.23,100,4.17,0.2,16.6,258.8,16,5,12/20/2019 7:16:01 AM,12/20/2019 4:31:08 PM,"Snow, Rain",Clear conditions throughout the day with afternoon rain.,snow
12/21/2019,2.1,-2.9,-0.2,1.7,-6.7,-2.5,67.8,0,0,0,0,16.2,139.6,16,3,12/21/2019 7:16:33 AM,12/21/2019 4:31:36 PM,Clear,Clear conditions throughout the day.,clear-day
12/22/2019,8.8,-0.6,3.7,7.1,-5,0.6,64.5,0,0,0,0,18.4,259.4,15.3,4,12/22/2019 7:17:03 AM,12/22/2019 4:32:07 PM,Clear,Clear conditions throughout the day.,clear-day
12/23/2019,13.9,3.5,7.6,13.9,0.9,6.3,55.2,0,0,0,0,16.3,253.6,15.4,4,12/23/2019 7:17:31 AM,12/23/2019 4:32:39 PM,Clear,Clear conditions throughout the day.,clear-day
12/24/2019,11,4.2,7,11,0.7,5.4,51.6,0,0,0,0,22,37.6,16,5,12/24/2019 7:17:57 AM,12/24/2019 4:33:13 PM,Clear,Clear conditions throughout the day.,clear-day
12/25/2019,8.3,2.1,5,8.3,-1.1,3.1,62.5,0,0,0,0,17.9,39.6,16,4,12/25/2019 7:18:21 AM,12/25/2019 4:33:49 PM,Clear,Clear conditions throughout the day.,clear-day
12/26/2019,7.9,3.3,5.6,5.5,-0.3,2.8,82.9,0,0,0,0,21.5,49.5,12.6,4,12/26/2019 7:18:43 AM,12/26/2019 4:34:28 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
12/27/2019,11.7,7.8,9.6,11.7,5.6,8.8,78.5,0.929,100,12.5,0,22.3,258.8,15.6,1,12/27/2019 7:19:02 AM,12/27/2019 4:35:08 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
